what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1361976436231
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1361976436232
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1361976436233
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1361976436234
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1361976436235
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1361976436236
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1361976436238
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1361976436239
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1361976436239
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1361976436240
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1361976436242
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1361976436243
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1361976436244
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1361976436245
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1361976436246
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1361976436247
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1361976436249
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1361976436249
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1361976436249
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1361976436250
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1361976436251
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1361976436251
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1361976436252
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1361976436253
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1361976436254
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1361976436255
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1361976436256
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1361976436257
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1361976436258
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1361976436258
started,bundle,org.eclipse.cdt.codan.checkers,1.0.0.201109151620,"org.eclipse.cdt.codan.checkers",1361976436259
started,bundle,org.eclipse.cdt.codan.core,2.0.0.201109151620,"org.eclipse.cdt.codan.core",1361976436259
started,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201109151620,"org.eclipse.cdt.codan.core.cxx",1361976436260
started,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201109151620,"org.eclipse.cdt.codan.ui.cxx",1361976436261
started,bundle,org.eclipse.cdt.core,5.3.1.201109151620,"org.eclipse.cdt.core",1361976436262
started,bundle,org.eclipse.cdt.make.core,7.1.1.201109151620,"org.eclipse.cdt.make.core",1361976436263
started,bundle,org.eclipse.cdt.make.ui,7.1.1.201109151620,"org.eclipse.cdt.make.ui",1361976436264
started,bundle,org.eclipse.cdt.managedbuilder.core,8.0.1.201109151620,"org.eclipse.cdt.managedbuilder.core",1361976436265
started,bundle,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui",1361976436266
started,bundle,com.android.ide.eclipse.adt,21.1.0.v201302060044-569685,"com.android.ide.eclipse.adt",1361976436266
started,bundle,com.android.ide.eclipse.base,21.1.0.v201302060044-569685,"com.android.ide.eclipse.base",1361976436267
started,bundle,com.amazonaws.eclipse.android.sdk,1.0.0.v201212110105,"com.amazonaws.eclipse.android.sdk",1361976436268
started,bundle,com.amazonaws.eclipse.sdk.ui,2.0.0.v201212211205,"com.amazonaws.eclipse.sdk.ui",1361976436268
os,sysinfo,,,"win32",1361976436272
arch,sysinfo,,,"x86_64",1361976436272
ws,sysinfo,,,"win32",1361976436272
locale,sysinfo,,,"en_IN",1361976436272
processors,sysinfo,,,"4",1361976436272
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1361976436272
java.runtime.version,sysinfo,,,"1.6.0_31-b05",1361976436272
java.specification.name,sysinfo,,,"Java Platform API Specification",1361976436272
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1361976436272
java.specification.version,sysinfo,,,"1.6",1361976436272
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1361976436272
java.version,sysinfo,,,"1.6.0_31",1361976436272
java.vm.info,sysinfo,,,"mixed mode",1361976436272
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1361976436272
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1361976436272
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1361976436272
java.vm.specification.version,sysinfo,,,"1.0",1361976436272
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1361976436272
java.vm.version,sysinfo,,,"20.6-b01",1361976436272
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361976436281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361976446866
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361976448401
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361976448533
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361976456715
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1361976524437
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1361976524859
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1361976524938
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1361976524987
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361976525493
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1361976525513
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361976530547
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361976539712
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1361976546128
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1361976547677
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1361976547681
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1361976547688
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1361976547724
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1361976547734
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1361976550072
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1361976550087
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1361976550102
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1361976550103
